84300903,0.9889498353004456
84348301,0.5145427584648132
846226,0.9927158951759338
84862001,0.9927158951759338
849014,0.9908555746078491
85382601,0.9927158951759338
855133,0.022024473175406456
855138,0.8397652506828308
859283,0.9860100746154785
859711,0.008948600850999355
8612080,0.016318490728735924
86135502,0.9927158951759338
862009,0.011255789548158646
862717,0.7982689142227173
863031,0.046217843890190125
864018,0.031135059893131256
865423,0.986162543296814
869476,0.008948600850999355
869691,0.4627039134502411
871001501,0.02164529822766781
8710441,0.5169510841369629
8711003,0.011338373646140099
8712853,0.027076102793216705
872113,0.007180358283221722
873885,0.592408299446106
875938,0.970508337020874
877159,0.927143931388855
87880,0.9927158951759338
8810987,0.7095489501953125
88119002,0.9908555746078491
8812877,0.9857688546180725
887181,0.9927158951759338
8910721,0.007180358283221722
8913,0.007180358283221722
891703,0.011338373646140099
891923,0.007180358283221722
893061,0.027887403964996338
899667,0.9792505502700806
899987,0.9792017340660095
9010018,0.9908555746078491
9010877,0.007180358283221722
901315,0.2989010512828827
9013838,0.5836613774299622
903516,0.9927158951759338
90524101,0.9889498353004456
908194,0.9889498353004456
908469,0.020366931334137917
9110720,0.030902894213795662
9112366,0.05056557431817055
9112594,0.02229990065097809
911320501,0.011338373646140099
9113538,0.9908555746078491
911384,0.19716666638851166
911685,0.01334597822278738
91227,0.07439854741096497
914366,0.12964844703674316
91505,0.009014411829411983
924632,0.03193908557295799
925277,0.12966936826705933
925622,0.9827044606208801
